1323,519,Xã Cẩm Giang,Xã Cẩm Giang\, Huyện Gò Dầu\, Tỉnh Tây Ninh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
61,554,Phường 06,Phường 06\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
62,559,Phường 06,Phường 06\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
63,560,Phường 06,Phường 06\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
64,561,Phường 06,Phường 06\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
65,562,Phường 06,Phường 06\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
66,563,Phường 06,Phường 06\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
67,564,Phường 06,Phường 06\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
68,552,Phường 07,Phường 07\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
69,553,Phường 07,Phường 07\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
70,554,Phường 07,Phường 07\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
71,556,Phường 07,Phường 07\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
72,559,Phường 07,Phường 07\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
73,560,Phường 07,Phường 07\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
74,562,Phường 07,Phường 07\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
75,563,Phường 07,Phường 07\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
76,564,Phường 07,Phường 07\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
77,554,Phường 08,Phường 08\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
78,556,Phường 08,Phường 08\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
79,559,Phường 08,Phường 08\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
80,560,Phường 08,Phường 08\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
81,561,Phường 08,Phường 08\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
82,562,Phường 08,Phường 08\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
83,563,Phường 08,Phường 08\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
84,564,Phường 08,Phường 08\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
85,554,Phường 09,Phường 09\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
86,556,Phường 09,Phường 09\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
87,558,Phường 09,Phường 09\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
88,559,Phường 09,Phường 09\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
89,560,Phường 09,Phường 09\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
90,561,Phường 09,Phường 09\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
91,562,Phường 09,Phường 09\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
92,563,Phường 09,Phường 09\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
93,564,Phường 09,Phường 09\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
94,491,Phường 1,Phường 1\, Thành phố Bảo Lộc\, Tỉnh Lâm Đồng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
95,513,Phường 1,Phường 1\, Thành phố Tây Ninh\, Tỉnh Tây Ninh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
96,542,Phường 1,Phường 1\, Thành phố Vũng Tàu\, Tỉnh Bà Rịa - Vũng Tàu,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
97,337,Phường 1,Phường 1\, Thị xã Quảng Trị\, Tỉnh Quảng Trị,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
98,490,Phường 1,Phường 1\, Thành phố Đà Lạt\, Tỉnh Lâm Đồng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
99,572,Phường 1,Phường 1\, Thành phố Tân An\, Tỉnh Long An,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
100,336,Phường 1,Phường 1\, Thành phố Đông Hà\, Tỉnh Quảng Trị,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
101,573,Phường 1,Phường 1\, Thị xã Kiến Tường\, Tỉnh Long An,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
102,405,Phường 1,Phường 1\, Thành phố Tuy Hoà\, Tỉnh Phú Yên,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
103,587,Phường 1,Phường 1\, Thành phố Mỹ Tho\, Tỉnh Tiền Giang,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
104,588,Phường 1,Phường 1\, Thị xã Gò Công\, Tỉnh Tiền Giang,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
105,589,Phường 1,Phường 1\, Thị xã Cai Lậy\, Tỉnh Tiền Giang,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
106,607,Phường 1,Phường 1\, Thành phố Trà Vinh\, Tỉnh Trà Vinh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
107,615,Phường 1,Phường 1\, Thị xã Duyên Hải\, Tỉnh Trà Vinh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
108,616,Phường 1,Phường 1\, Thành phố Vĩnh Long\, Tỉnh Vĩnh Long,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
109,624,Phường 1,Phường 1\, Thành phố Cao Lãnh\, Tỉnh Đồng Tháp,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
110,625,Phường 1,Phường 1\, Thành phố Sa Đéc\, Tỉnh Đồng Tháp,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
111,679,Phường 1,Phường 1\, Thành phố Sóc Trăng\, Tỉnh Sóc Trăng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
112,686,Phường 1,Phường 1\, Thị xã Ngã Năm\, Tỉnh Sóc Trăng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
113,688,Phường 1,Phường 1\, Thị xã Vĩnh Châu\, Tỉnh Sóc Trăng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
114,690,Phường 1,Phường 1\, Thành phố Bạc Liêu\, Tỉnh Bạc Liêu,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
115,694,Phường 1,Phường 1\, Thị xã Giá Rai\, Tỉnh Bạc Liêu,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
116,697,Phường 1,Phường 1\, Thành phố Cà Mau\, Tỉnh Cà Mau,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
117,490,Phường 10,Phường 10\, Thành phố Đà Lạt\, Tỉnh Lâm Đồng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
118,542,Phường 10,Phường 10\, Thành phố Vũng Tàu\, Tỉnh Bà Rịa - Vũng Tàu,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
119,552,Phường 10,Phường 10\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
120,554,Phường 10,Phường 10\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
121,556,Phường 10,Phường 10\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
122,558,Phường 10,Phường 10\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
123,559,Phường 10,Phường 10\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
124,560,Phường 10,Phường 10\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
125,561,Phường 10,Phường 10\, Quận 4\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
126,562,Phường 10,Phường 10\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
127,563,Phường 10,Phường 10\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
128,564,Phường 10,Phường 10\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
129,587,Phường 10,Phường 10\, Thành phố Mỹ Tho\, Tỉnh Tiền Giang,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
130,679,Phường 10,Phường 10\, Thành phố Sóc Trăng\, Tỉnh Sóc Trăng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
131,490,Phường 11,Phường 11\, Thành phố Đà Lạt\, Tỉnh Lâm Đồng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
132,542,Phường 11,Phường 11\, Thành phố Vũng Tàu\, Tỉnh Bà Rịa - Vũng Tàu,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
133,552,Phường 11,Phường 11\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
134,553,Phường 11,Phường 11\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
135,554,Phường 11,Phường 11\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
136,556,Phường 11,Phường 11\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
137,558,Phường 11,Phường 11\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
138,559,Phường 11,Phường 11\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
139,560,Phường 11,Phường 11\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
140,562,Phường 11,Phường 11\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
141,563,Phường 11,Phường 11\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
142,564,Phường 11,Phường 11\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
143,624,Phường 11,Phường 11\, Thành phố Cao Lãnh\, Tỉnh Đồng Tháp,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
144,542,Phường 12,Phường 12\, Thành phố Vũng Tàu\, Tỉnh Bà Rịa - Vũng Tàu,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
145,552,Phường 12,Phường 12\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
146,553,Phường 12,Phường 12\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
147,554,Phường 12,Phường 12\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
148,558,Phường 12,Phường 12\, Quận 3\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
149,559,Phường 12,Phường 12\, Quận 10\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
150,560,Phường 12,Phường 12\, Quận 11\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
151,562,Phường 12,Phường 12\, Quận 5\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
152,490,Phường 12,Phường 12\, Thành phố Đà Lạt\, Tỉnh Lâm Đồng,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
153,563,Phường 12,Phường 12\, Quận 6\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
154,564,Phường 12,Phường 12\, Quận 8\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
155,552,Phường 13,Phường 13\, Quận Gò Vấp\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
156,553,Phường 13,Phường 13\, Quận Bình Thạnh\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
157,554,Phường 13,Phường 13\, Quận Tân Bình\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
158,556,Phường 13,Phường 13\, Quận Phú Nhuận\, Thành phố Hồ Chí Minh,2023-02-17 15:58:18.501911,2023-02-17 15:58:18.501911
